[metadata_layer] 793 (wallet, market) pairs to score
[metadata_layer] 512/793 (0xe168b5…, us-strikes-iran-by-march-1-2026-) elapsed=113.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 513/793 (0x13ff29…, us-strikes-iran-by-march-1-2026-) elapsed=113.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 514/793 (0x21cd32…, us-strikes-iran-by-march-1-2026-) elapsed=113.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 515/793 (0x5ce197…, us-strikes-iran-by-march-1-2026-) elapsed=114.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 516/793 (0xcf8a41…, us-strikes-iran-by-march-1-2026-) elapsed=114.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 517/793 (0xc7f9a6…, us-strikes-iran-by-march-1-2026-) elapsed=114.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 518/793 (0x5fef66…, us-strikes-iran-by-march-1-2026-) elapsed=114.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 519/793 (0xd0e702…, us-strikes-iran-by-march-1-2026-) elapsed=114.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 520/793 (0x81e0d0…, us-strikes-iran-by-march-1-2026-) elapsed=115.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 521/793 (0x5b6331…, us-strikes-iran-by-march-1-2026-) elapsed=115.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 522/793 (0x095dcf…, us-strikes-iran-by-march-1-2026-) elapsed=115.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 523/793 (0x4a3e9c…, us-strikes-iran-by-march-1-2026-) elapsed=115.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 524/793 (0x4fdbbc…, us-strikes-iran-by-march-1-2026-) elapsed=115.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 525/793 (0x837081…, us-strikes-iran-by-march-1-2026-) elapsed=116.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 526/793 (0xc16093…, us-strikes-iran-by-march-1-2026-) elapsed=116.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 527/793 (0xdaefcd…, us-strikes-iran-by-march-1-2026-) elapsed=116.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 528/793 (0xd44c2d…, us-strikes-iran-by-march-1-2026-) elapsed=116.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 529/793 (0x0d0f74…, us-strikes-iran-by-march-1-2026-) elapsed=116.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 530/793 (0x4ffb4c…, us-strikes-iran-by-march-1-2026-) elapsed=117.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 531/793 (0x05548d…, us-strikes-iran-by-march-1-2026-) elapsed=117.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 532/793 (0xf80f12…, us-strikes-iran-by-march-1-2026-) elapsed=117.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 533/793 (0xbb9c16…, us-x-iran-ceasefire-by-april-7) elapsed=119.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 534/793 (0x5d05b1…, us-x-iran-ceasefire-by-april-7) elapsed=119.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 535/793 (0x034475…, us-x-iran-ceasefire-by-april-7) elapsed=119.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 536/793 (0xbebe49…, us-x-iran-ceasefire-by-april-7) elapsed=119.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 537/793 (0x5823a8…, us-x-iran-ceasefire-by-april-7) elapsed=120.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 538/793 (0x06c0d0…, us-x-iran-ceasefire-by-april-7) elapsed=120.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 539/793 (0x5bffcf…, us-x-iran-ceasefire-by-april-7) elapsed=120.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 540/793 (0x7c3db7…, us-x-iran-ceasefire-by-april-7) elapsed=120.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 541/793 (0x0e5bd7…, us-x-iran-ceasefire-by-april-7) elapsed=121.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 542/793 (0xfd66d7…, us-x-iran-ceasefire-by-april-7) elapsed=121.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 543/793 (0x000d25…, us-x-iran-ceasefire-by-april-7) elapsed=121.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 544/793 (0x99bd79…, us-x-iran-ceasefire-by-april-7) elapsed=121.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 545/793 (0x7131cb…, us-x-iran-ceasefire-by-april-7) elapsed=121.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 546/793 (0x9e9c8b…, us-x-iran-ceasefire-by-april-7) elapsed=122.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 547/793 (0x91710b…, us-x-iran-ceasefire-by-april-7) elapsed=122.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 548/793 (0x71edff…, us-x-iran-ceasefire-by-april-7) elapsed=122.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 549/793 (0x7e30c3…, us-x-iran-ceasefire-by-april-7) elapsed=122.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 550/793 (0x755519…, us-x-iran-ceasefire-by-april-7) elapsed=122.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 551/793 (0xd9875d…, us-x-iran-ceasefire-by-april-7) elapsed=122.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 552/793 (0x68558d…, us-x-iran-ceasefire-by-april-7) elapsed=123.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 553/793 (0x122cdd…, us-x-iran-ceasefire-by-april-7) elapsed=123.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 554/793 (0x8039ad…, us-x-iran-ceasefire-by-april-7) elapsed=123.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 555/793 (0xd73752…, us-x-iran-ceasefire-by-april-7) elapsed=123.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 556/793 (0xdcd669…, us-x-iran-ceasefire-by-april-7) elapsed=123.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 557/793 (0x511653…, us-x-iran-ceasefire-by-april-7) elapsed=124.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 558/793 (0xc4d1a8…, us-x-iran-ceasefire-by-april-7) elapsed=124.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 559/793 (0x4d1466…, us-x-iran-ceasefire-by-april-7) elapsed=124.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 560/793 (0x7e6b15…, us-x-iran-ceasefire-by-april-7) elapsed=124.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 561/793 (0x367027…, will-axiom-be-accused-of-insider) elapsed=125.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 562/793 (0xc1872c…, will-axiom-be-accused-of-insider) elapsed=125.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 563/793 (0x22d530…, will-axiom-be-accused-of-insider) elapsed=125.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 564/793 (0x4429fa…, will-axiom-be-accused-of-insider) elapsed=126.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 565/793 (0xa5ab0f…, will-axiom-be-accused-of-insider) elapsed=126.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 566/793 (0x843286…, will-axiom-be-accused-of-insider) elapsed=126.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 567/793 (0x16c7fe…, will-axiom-be-accused-of-insider) elapsed=126.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 568/793 (0x9bd35d…, will-axiom-be-accused-of-insider) elapsed=126.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 569/793 (0x0aeb57…, will-axiom-be-accused-of-insider) elapsed=127.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 570/793 (0x026036…, will-axiom-be-accused-of-insider) elapsed=127.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 571/793 (0xdc9d2b…, will-axiom-be-accused-of-insider) elapsed=127.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 572/793 (0xc907f7…, will-axiom-be-accused-of-insider) elapsed=127.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 573/793 (0x50261e…, will-axiom-be-accused-of-insider) elapsed=127.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 574/793 (0x0c9732…, will-axiom-be-accused-of-insider) elapsed=128.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 575/793 (0x6bab41…, will-axiom-be-accused-of-insider) elapsed=128.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 576/793 (0x819232…, will-axiom-be-accused-of-insider) elapsed=128.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 577/793 (0x5e524f…, will-axiom-be-accused-of-insider) elapsed=128.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 578/793 (0xedf723…, will-axiom-be-accused-of-insider) elapsed=128.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 579/793 (0xb2fc56…, will-axiom-be-accused-of-insider) elapsed=129.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 580/793 (0x426897…, will-axiom-be-accused-of-insider) elapsed=129.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 581/793 (0x5188fa…, will-axiom-be-accused-of-insider) elapsed=129.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 582/793 (0xcf6a71…, will-axiom-be-accused-of-insider) elapsed=129.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 583/793 (0xa2bc00…, will-axiom-be-accused-of-insider) elapsed=129.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 584/793 (0xc5d563…, will-axiom-be-accused-of-insider) elapsed=129.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 585/793 (0xc8ee81…, will-axiom-be-accused-of-insider) elapsed=130.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 586/793 (0x2d5818…, will-axiom-be-accused-of-insider) elapsed=130.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 587/793 (0x1d9af6…, will-axiom-be-accused-of-insider) elapsed=130.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 588/793 (0xe56526…, will-axiom-be-accused-of-insider) elapsed=130.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 589/793 (0x054ec2…, will-axiom-be-accused-of-insider) elapsed=130.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 590/793 (0x6d6aff…, will-axiom-be-accused-of-insider) elapsed=131.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 591/793 (0x581f34…, will-axiom-be-accused-of-insider) elapsed=131.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 592/793 (0xaab290…, will-axiom-be-accused-of-insider) elapsed=131.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 593/793 (0x98a966…, will-axiom-be-accused-of-insider) elapsed=131.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 594/793 (0x44c1df…, will-axiom-be-accused-of-insider) elapsed=131.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 595/793 (0xb10047…, will-axiom-be-accused-of-insider) elapsed=132.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 596/793 (0xd9eab5…, will-axiom-be-accused-of-insider) elapsed=132.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 597/793 (0xff55be…, will-axiom-be-accused-of-insider) elapsed=132.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 598/793 (0x076ca0…, will-axiom-be-accused-of-insider) elapsed=132.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 599/793 (0xd21563…, will-axiom-be-accused-of-insider) elapsed=132.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 600/793 (0xb3768b…, will-axiom-be-accused-of-insider) elapsed=133.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 601/793 (0xec593b…, will-axiom-be-accused-of-insider) elapsed=133.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 602/793 (0x7744bf…, will-axiom-be-accused-of-insider) elapsed=133.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 603/793 (0x66d529…, will-axiom-be-accused-of-insider) elapsed=133.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 604/793 (0xf67f72…, will-axiom-be-accused-of-insider) elapsed=133.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 605/793 (0x2b3e11…, will-axiom-be-accused-of-insider) elapsed=134.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 606/793 (0xe31b85…, will-axiom-be-accused-of-insider) elapsed=134.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 607/793 (0x828d1d…, will-axiom-be-accused-of-insider) elapsed=134.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 608/793 (0x5f8fe0…, will-axiom-be-accused-of-insider) elapsed=134.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 609/793 (0x72a22d…, will-axiom-be-accused-of-insider) elapsed=134.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 610/793 (0x63c247…, will-aztec-launch-a-token-in-202) elapsed=135.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 611/793 (0x184e98…, will-aztec-launch-a-token-in-202) elapsed=135.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 612/793 (0x4bfb41…, will-aztec-launch-a-token-in-202) elapsed=135.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 613/793 (0x8ee246…, will-aztec-launch-a-token-in-202) elapsed=135.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 614/793 (0x2d99e2…, will-cardi-b-perform-during-the-) elapsed=136.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 615/793 (0xbaa2bc…, will-cardi-b-perform-during-the-) elapsed=136.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 616/793 (0xdf17f4…, will-cardi-b-perform-during-the-) elapsed=136.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 617/793 (0x40d9ac…, will-cardi-b-perform-during-the-) elapsed=136.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 618/793 (0xaca927…, will-cardi-b-perform-during-the-) elapsed=137.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 619/793 (0x24816c…, will-cardi-b-perform-during-the-) elapsed=137.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 620/793 (0xc6e788…, will-cardi-b-perform-during-the-) elapsed=137.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 621/793 (0x75e765…, will-draftkings-launch-a-predict) elapsed=138.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 622/793 (0x06ecb7…, will-draftkings-launch-a-predict) elapsed=138.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 623/793 (0x421bf8…, will-draftkings-launch-a-predict) elapsed=139.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 624/793 (0x614dc8…, will-draftkings-launch-a-predict) elapsed=139.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 625/793 (0x7131cb…, will-draftkings-launch-a-predict) elapsed=139.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 626/793 (0xa8303b…, will-draftkings-launch-a-predict) elapsed=139.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 627/793 (0x0624cb…, will-draftkings-launch-a-predict) elapsed=139.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 628/793 (0xbb9c16…, will-draftkings-launch-a-predict) elapsed=140.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 629/793 (0x44c1df…, will-draftkings-launch-a-predict) elapsed=140.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 630/793 (0xbacd00…, will-draftkings-launch-a-predict) elapsed=140.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 631/793 (0x9db778…, will-draftkings-launch-a-predict) elapsed=140.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 632/793 (0x5188fa…, will-draftkings-launch-a-predict) elapsed=140.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 633/793 (0x6b0ebb…, will-draftkings-launch-a-predict) elapsed=141.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 634/793 (0xfa323e…, will-draftkings-launch-a-predict) elapsed=141.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 635/793 (0xbd94d2…, will-draftkings-launch-a-predict) elapsed=141.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 636/793 (0xd09370…, will-draftkings-launch-a-predict) elapsed=141.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 637/793 (0x21ffd2…, will-draftkings-launch-a-predict) elapsed=142.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 638/793 (0x4f1323…, will-draftkings-launch-a-predict) elapsed=142.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 639/793 (0xbd810a…, will-draftkings-launch-a-predict) elapsed=142.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 640/793 (0x55ea98…, will-draftkings-launch-a-predict) elapsed=142.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 641/793 (0x8dc5fc…, will-draftkings-launch-a-predict) elapsed=142.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 642/793 (0x4bfb41…, will-karol-g-perform-during-the-) elapsed=142.9s
[metadata_layer] 643/793 (0xbb50fa…, will-karol-g-perform-during-the-) elapsed=143.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 644/793 (0xde0463…, will-karol-g-perform-during-the-) elapsed=143.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 645/793 (0x7f34cc…, will-karol-g-perform-during-the-) elapsed=143.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 646/793 (0xec981e…, will-karol-g-perform-during-the-) elapsed=143.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 647/793 (0x0224bb…, will-karol-g-perform-during-the-) elapsed=144.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 648/793 (0x40d9ac…, will-karol-g-perform-during-the-) elapsed=144.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 649/793 (0xe3a1bd…, will-lighter-perform-an-airdrop-) elapsed=145.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 650/793 (0xeafb3d…, will-lighter-perform-an-airdrop-) elapsed=145.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 651/793 (0x161508…, will-lighter-perform-an-airdrop-) elapsed=145.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 652/793 (0xc781e8…, will-lighter-perform-an-airdrop-) elapsed=145.8s
[metadata_layer] 653/793 (0xaec560…, will-lighter-perform-an-airdrop-) elapsed=146.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 654/793 (0xe80fa3…, will-lighter-perform-an-airdrop-) elapsed=146.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 655/793 (0xfa68d7…, will-lighter-perform-an-airdrop-) elapsed=146.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 656/793 (0xc5d563…, will-mara-corina-machado-win-the) elapsed=146.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 657/793 (0x551e72…, will-mara-corina-machado-win-the) elapsed=146.9s
[metadata_layer] 658/793 (0x9db778…, will-mara-corina-machado-win-the) elapsed=147.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 659/793 (0xa43050…, will-mara-corina-machado-win-the) elapsed=147.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 660/793 (0x234cc4…, will-mara-corina-machado-win-the) elapsed=147.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 661/793 (0xfc081d…, will-microstrategy-announce-a-bi) elapsed=147.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 662/793 (0xa0c37c…, will-microstrategy-announce-a-bi) elapsed=148.0s
[metadata_layer] 663/793 (0x0ab792…, will-microstrategy-announce-a-bi) elapsed=148.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 664/793 (0xaf6b8c…, will-microstrategy-announce-a-bi) elapsed=148.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 665/793 (0x382caa…, will-microstrategy-announce-a-bi) elapsed=148.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 666/793 (0x1dd63f…, will-microstrategy-announce-a-bi) elapsed=148.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 667/793 (0x1a475c…, will-microstrategy-announce-a-bi) elapsed=148.8s
[metadata_layer] 668/793 (0x565209…, will-microstrategy-announce-a-bi) elapsed=149.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 669/793 (0x3726e3…, will-microstrategy-announce-a-bi) elapsed=149.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 670/793 (0xbacd00…, will-microstrategy-announce-a-bi) elapsed=149.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 671/793 (0x87ddc4…, will-microstrategy-announce-a-bi) elapsed=149.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 672/793 (0x0c4b64…, will-microstrategy-announce-a-bi) elapsed=149.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 673/793 (0x4bfb41…, will-microstrategy-announce-a-bi) elapsed=149.9s
[metadata_layer] 674/793 (0xbf4b67…, will-microstrategy-announce-a-bi) elapsed=150.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 675/793 (0x1f7373…, will-microstrategy-announce-a-bi) elapsed=150.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 676/793 (0x0c163f…, will-microstrategy-announce-a-bi) elapsed=150.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 677/793 (0x9def95…, will-microstrategy-announce-a-bi) elapsed=150.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 678/793 (0x55ac0f…, will-microstrategy-announce-a-bi) elapsed=150.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 679/793 (0xaab69d…, will-microstrategy-announce-a-bi) elapsed=151.0s
[metadata_layer] 680/793 (0x5d55e3…, will-microstrategy-announce-a-bi) elapsed=151.0s
[metadata_layer] 681/793 (0x1f18d9…, will-microstrategy-announce-a-bi) elapsed=151.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 682/793 (0xb1a279…, will-microstrategy-announce-hold) elapsed=151.3s
[metadata_layer] 683/793 (0xe5bd36…, will-microstrategy-announce-hold) elapsed=151.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 684/793 (0xc084ec…, will-microstrategy-announce-hold) elapsed=151.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 685/793 (0x87ddc4…, will-microstrategy-announce-hold) elapsed=151.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 686/793 (0x09705c…, will-microstrategy-announce-hold) elapsed=152.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 687/793 (0x9b6908…, will-microstrategy-announce-hold) elapsed=152.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
